,type,ethyl,methonal,glycerol,propanol,coumarin,citric_acid,acetaldehyde,isoamyl_alcohol,impurities,add_ingredient0,add_ingredient1,add_ingredient2,add_ingredient3,add_ingredient4,add_ingredient5,add_ingredient6,add_ingredient7,add_ingredient8,add_ingredient9,add_ingredient10,add_ingredient11,add_ingredient12,add_ingredient13,add_ingredient14,add_ingredient15,add_ingredient16,add_ingredient17,add_ingredient18,add_ingredient19,add_ingredient20,add_ingredient21,add_ingredient22,add_ingredient23,add_ingredient24,add_ingredient25,add_ingredient26,add_ingredient27,add_ingredient28,add_ingredient29,add_ingredient30,add_ingredient31,add_ingredient32,add_ingredient33,add_ingredient34,add_ingredient35,add_ingredient36,add_ingredient37,add_ingredient38,add_ingredient39,add_ingredient40,add_ingredient41,add_ingredient42,add_ingredient43,add_ingredient44,add_ingredient45,add_ingredient46,add_ingredient47,add_ingredient48,add_ingredient49,add_ingredient50,add_ingredient51,add_ingredient52,add_ingredient53,add_ingredient54,add_ingredient55,add_ingredient56,add_ingredient57,add_ingredient58,add_ingredient59,add_ingredient60,add_ingredient61,add_ingredient62,add_ingredient63,add_ingredient64,add_ingredient65,add_ingredient66,add_ingredient67,add_ingredient68,add_ingredient69,add_ingredient70,add_ingredient71,add_ingredient72,add_ingredient73,add_ingredient74,add_ingredient75,add_ingredient76,add_ingredient77,add_ingredient78,add_ingredient79,add_ingredient80,add_ingredient81,add_ingredient82,add_ingredient83,add_ingredient84,add_ingredient85,add_ingredient86,add_ingredient87,add_ingredient88,add_ingredient89
0,1,2.456913278057705,1.254107225587838,1.4539605824182686,1.5367996261241343,0.48171745147515627,0.6092705805890979,1.207816538616499,1.654134708423628,2.5640209356122523,0.9221383881236263,0.11081834046300315,1.0884416604577463,0.8129385710158905,2.137813611325657,2.518642121706878,1.2791608345476633,2.9322882298201884,2.7235942902759214,2.40207478466802,2.014286610504376,3.9265270343983274,0.8740531700125018,3.250198255602587,3.5443384514190805,-1.2503393930301994,2.9921691320593213,2.5806976679126925,1.4379626218096881,-0.1984823413805764,-0.09782341221625346,1.3601638964625002,1.0323064827709525,2.5872254964511625,-0.7188655773534294,0.5501386283950307,-0.06453436344953678,2.0684954306513137,1.3390901827957535,0.7176901288680055,-0.3462022534114323,-0.3209549243416443,1.4753330193998955,2.6221556347734016,1.036472205065754,2.3992856445602175,2.2926089794400184,0.5634730619716191,3.203521986086214,-0.8894037287278522,-0.3942566344081002,2.124164157692757,0.2585104195497395,2.9903635718620167,3.0671632703456067,0.42860494962123746,2.685468917078791,1.9921322161050607,0.2541809768667276,1.2882373318142115,0.32648401106510094,2.0994285472937593,1.76032045929335,1.9104722147817468,2.2572025674446397,0.2218480121053355,0.2919097397571644,0.7613369229679313,2.723101227112525,-0.48217027666313594,1.7205548477377755,-0.7553891344388258,0.7711971223769882,3.0937268205727206,1.5361848006588943,3.8092131265437605,1.7429690290371262,3.831967562396613,2.355055554843122,1.7182771327834732,2.2527907873704973,3.859928154507956,2.778003745402942,2.1155402613765872,3.963882134622138,3.3892676326084588,0.8345187199606232,2.13054141734942,-0.8360425583009448,-0.5781741519625705,2.156512140842192,2.6640571774181816,1.025384936795479,3.1220305626051803,1.6264117583315443,3.4076162734472906,2.602341215091941,2.1641759899229607,2.047367843266653,0.7673965834272569
1,0,0.057142673444161934,2.1016223541057655,0.8841192094553066,2.7042981864465703,1.633249552790848,0.26901744712977194,0.8437320490649445,0.49940624047040005,1.802071574595605,1.7138097947622075,3.707988725389235,1.5585647502782,0.9317794834482495,2.563370175168422,0.9812591492156582,2.0292509424782215,4.304537874281314,0.8405348444201034,1.1399440475841571,1.942090432540947,1.30002827049104,2.0619730371378533,1.4320239192306412,2.2302415330803007,1.2952190581143859,2.0252997368206014,2.0317756616117606,0.47665312051587255,1.5263391343169135,2.6894493983801384,0.1465107367165963,-0.003037009489579856,2.340202848255526,0.7084977147288759,0.6699723014380945,1.730669400848413,1.5048606098385364,2.6296510218457985,2.6591969765299397,1.0798118939668258,1.6296728895608108,1.9728411141506683,3.522338483257028,2.3043223435577054,0.23493553382903443,0.9407709275815839,2.5239034899006616,1.0624642787498124,2.0506108060577213,1.7138607379882767,-0.08987043507086978,0.08767661699775986,2.25152251375245,-1.2445331511960238,3.315182212978529,1.5009284582429512,1.1994084730129815,1.6351100423670555,1.0010928098581013,0.11984168671405171,0.4861542173015075,-0.1684521450683537,2.617976054419704,-0.3024506286381812,0.8601540067746876,4.784128754824298,0.5611681430867644,1.1911138556901095,1.8218398511561862,2.271821681421528,-0.30506505293234565,0.40081894291346853,0.3728076388402438,1.782646613855623,1.9563957446361493,1.4988679027608758,3.939742021382098,3.517271545188686,-0.9620713877601607,-0.4448516266171889,1.082328109755076,1.4146450231411944,-0.14264038529664902,1.733792013998857,0.6245953988227089,2.9322772391465812,2.0500283501484575,1.8466545119214937,0.07324302755169021,1.8885151247682614,1.3014603922622412,2.517023411806165,2.1567647487141937,1.9970509796066163,-1.1861786225808428,3.323790153384172,2.7369193919179096,4.566475045755075,2.8129929844364687
2,3,3.1348650604064003,0.2816089055016903,3.0559508659897303,1.3632786566098183,1.8761244764193103,0.5244183451170243,2.2130873619873714,1.6952741546614756,1.01371213424293,1.6490861472163383,1.5325139989377448,2.2377675567687554,2.400054136413355,2.8226677873775916,1.4385795226715221,3.2074019556051003,2.1935279903349745,2.5948349237245636,3.3322336728569564,0.8602088059225779,1.674869974427057,0.21252139056340447,0.5046507632482071,0.9052082184350394,4.281977945927537,1.9350425832768918,3.1953397779466073,2.2646191207678474,3.147256120503534,0.21839625715437028,2.5700702919821152,0.6403833986874509,0.8840028198134654,0.13411859704841866,1.8975950989300352,1.9321606171913017,3.029837512406214,0.5319151343579687,-0.6105045736848516,1.1693208207538692,2.320003530895372,3.14727972676792,0.9896783796018185,1.1372596797850607,2.699138741706783,3.599763728586261,2.631130955599686,2.5979911098785937,3.178496558671987,0.4742434435265286,2.3748567099391473,1.7206273232296696,1.229764798481483,2.1815981437583316,0.920032467473789,1.605603098093417,0.4639871770267157,2.1610973918031533,2.644281256585007,2.084147123466212,0.8420708975244713,0.4834036057170745,1.5597380807652996,2.083768433415934,0.683775516779118,-0.1807459158419792,0.020627771495710434,2.7461616957734707,1.420216403650751,-0.26425989701749186,-0.7196365157041564,3.03185815198579,0.5491518320532183,0.08611364203331043,2.732142455475054,3.188415077876266,0.14889087451540656,2.0425732784328616,3.4316797121341693,1.3030231998917639,0.875245661668588,1.5437904006943117,2.8784834396547447,0.5074409889627964,1.7649426187499069,-0.7152325196704503,4.498115949255592,-0.35450339318594837,3.078410591413521,0.22312391184669056,3.525073107349572,2.7634859045907545,0.8879096483140083,2.960679807715582,0.632482461064581,0.10038682244804731,-0.043816120246521595,2.1959561173962223,-0.443376053344374
3,4,-0.6411147917953648,2.0211249726094067,2.283114549393516,0.582499798293848,1.482481694977067,2.1041495120223987,1.4648743971429083,1.1272696645594416,2.2351879700101156,2.4309494739231106,1.4804993292216864,1.0010457595201379,1.0889081142891648,0.7632072800464065,1.985921032546115,-0.031118127856521238,2.531940506382689,-0.06424191634730281,3.9799316697783804,3.5071438212856303,2.370760728664349,4.300848807428954,2.7094707957897732,2.8963580888631655,2.7114820279713774,0.7006471012746198,0.5126934657445464,1.4845176724920743,4.244991075299955,0.512266294964006,1.6365817256276287,1.845071848101448,0.22156598049362464,1.8607973363286234,-0.8158984826877343,3.000336888393021,-1.637095479313745,2.083692580495281,-1.0543394197369595,2.4719149394833,0.771111544470088,-0.21069318934308812,3.506960348015899,0.22861541187922807,3.226468525532165,0.7743330645068056,3.551440869734537,2.2310272458615628,0.5388845317153087,1.1199692823512406,1.7529825364033278,3.1036869887204688,1.6035289224552711,-1.514276232180398,0.15361470757961904,-0.4319670592052376,1.1127178216478035,0.2661048441495901,2.8269135626459874,0.5854000800667823,2.206065696613909,2.6889536134762193,2.85478946412386,0.5919603612706683,1.2857297499032527,2.438534118071952,1.5301268076540435,1.3383694863145446,1.7018900180805818,2.9650194807683126,1.4745794171794542,-1.0774404997564782,-0.3428171728294287,2.6824889884091787,1.4359170231309744,1.044174667233365,0.9283057976158879,1.8273247655729277,2.1825670978542075,2.6761867732858367,1.516776757835801,1.5196206898049205,-0.0009499307140818369,0.4925047648687525,0.1687678136587477,1.1411243505390813,1.9508616872653883,2.7928975276435875,2.4341730740000953,1.9342399972730173,2.055834379488298,2.672527119587854,1.3872473540329318,2.5355318084316587,1.0442877343690342,0.2204982401414528,1.9971455607201205,3.91369915980505,1.431428640142874
4,0,0.03929449870988339,1.70654001560663,0.6465598809950135,2.8213270171598666,3.0599751129614097,2.8754349908010024,-0.4671125392357556,0.0677313695137266,1.3302628228861741,-0.3198191153589536,2.627101483106556,0.6947970623431406,1.831879505181203,3.453524438278043,2.520069181661894,3.752546519672938,2.986714548808481,2.4473526187596986,1.7424011204700875,1.7122526820589596,2.5426198718550808,1.1756412531081646,0.8980775282692296,3.70835378814235,1.502507815996098,-0.68796091712042,2.143053839962189,-0.4258025494972324,2.3529236226497607,1.5593281167493047,1.1126203131578725,1.9562802232346796,0.7094168844192945,-0.1228525843666779,0.7333466303548595,1.7729154035259038,-0.11068414660137504,1.4912034801358702,0.7627752055948216,0.8111866267482448,1.9253704072699451,1.9186090435536536,1.0364452227856131,3.4147655483371553,3.155662989657844,1.216375994091277,1.6200754498278882,1.4287609959020477,-1.4053854715623524,1.2917928993385543,1.558305834186904,0.7621294735200731,2.0946235254377954,1.752312816325827,2.3857144759160267,1.0748945212648355,1.684816729224952,1.3132876613265547,0.14820420515417565,0.6234738993369321,0.08828833929715729,1.0868860650144527,1.595675905612663,0.2611072476464563,0.9363586910951751,2.426959815024145,0.6093406287708807,1.006782595913303,1.333791095856683,0.8440385104374011,3.056961596186737,-1.7693046020763386,0.8725353470441545,1.4288865054206286,1.8804003918726344,-0.9428242897654178,3.5214022712990363,3.4042512600494588,-0.03499423470691809,1.7685225867782925,2.2549015546380575,3.489127005506833,0.7849081891087215,-0.05791119924470567,1.3847716133433965,2.050251731605437,2.66409828778638,1.7837590815753888,1.9829799711947116,1.4631259320626466,1.1306456568057006,3.9781969091995357,2.829894523088644,-0.11297602179378718,1.1796986020530198,2.0034015489332275,1.950558067061805,0.6273447392150868,1.898896652117978
5,3,1.4986089761749999,-1.0904163312105848,3.2369253555781294,1.5997597591088342,2.668073408143427,1.2816520193672414,1.4475162876641499,2.2622278600698578,1.1711114644597753,0.973321581290336,0.3097457737708176,2.9656582318881624,1.6742892675148835,2.4546822755919124,2.311891193007463,2.9955582745442633,1.6936063489054005,3.6118130013426177,2.8145539637297134,-0.4561539285292664,-1.7038049103860984,3.2045501799813034,3.6977480219167127,3.285339607327707,3.9634743617543657,3.034173187381448,3.1536755194115274,1.8576556084982276,0.7871500433353396,-0.09575915744854985,1.4736428210496644,1.4327821603661002,3.122414052453223,1.9228721199675824,0.9853133931392454,0.8596895057108969,2.030155729709605,1.6880967498916508,3.963806311105504,-0.48617711410120634,1.3348921834463234,2.7408260648504545,3.212982049630136,2.6846605150430953,2.5475969414850392,2.1125707326224594,2.384887768016637,1.122945454513315,2.1037095324293045,1.484551544128125,1.672912573965273,3.2523575248984917,2.9349620814643,1.6204944776543146,1.7811724429854112,1.8194978084403073,-0.25583382230087515,1.2046457839757536,1.261715855439329,3.432205818217207,0.2544893665016383,3.6274597532214656,2.6491690887773305,1.5560178028139733,0.3863688898872149,2.389028153547798,0.7729095386357614,1.6220485027131084,2.1826634011512303,3.2404217217324183,0.37658074631030847,1.968807903621564,0.4582699323760495,0.2806785051769979,3.0281581239598,2.5293447869876977,-0.14771714723077423,4.166344499004065,2.6731579474365468,2.33808225157586,1.4597444323081836,0.8174991878215699,1.2752981085919313,0.6841919467443095,3.381209256039922,0.4796888055054415,2.5628486363615193,0.18303525562817707,3.547421458832655,1.4351987606509018,2.373000544199732,2.6831892352154965,-0.15377420063404135,2.812371857276318,1.0973236305660565,1.1575878323306261,0.5602752783908589,2.943466789298352,0.7131075778534666
6,0,2.2777390680002574,2.597878667119683,1.7681962103719198,2.2924582224892998,1.924387637167131,1.357112447111084,0.973856979679746,-0.3711195588162458,2.8878231420821234,-0.06279288342329559,3.7294208089585004,2.6373533018293784,2.6691065200266566,2.417152342831415,1.9427260859350128,3.4802682608910773,4.816398520871719,2.5396248547971174,0.07062011956814895,2.1167108672727712,4.320789452133648,0.13146301551265016,2.603007336012767,1.4339937173258495,0.9028276606615363,-0.8095490930365814,2.158635158687046,0.03287198975873237,2.07103345969745,0.9306366947693616,0.1287957955542519,-0.42636519740681,2.4149742264680065,-0.9463346631449138,0.3013628110900251,1.287749885656111,1.7960608598644643,0.8740360091469506,2.302159259176797,1.3565512565709188,1.2016598679130217,2.3776367936234606,3.301019475106091,3.4627269663546425,2.4648363227505943,0.9359658332342057,1.8064866510516442,-0.8477444509227239,-0.9911228902960059,2.4924392936711373,0.5646301397183595,-0.36541741321789445,0.9870631693784963,1.4169746661825275,2.9654875712386097,2.1102619295099068,1.098745589962373,1.4107199758989777,1.8743629641161323,1.5414585771433895,1.3343083881089761,0.20700434113641097,1.0060463012907555,3.218146920394667,-1.2303613723159286,3.7804467846765304,2.4404437931398335,2.6194659409787207,1.8370479575799235,2.258434295719493,0.8572569003468858,-0.17790868004661392,-0.7462234185165818,-0.018181228184245946,2.6696430058420475,-0.3802671180774284,3.3129517232040318,4.155453196376253,0.8092820704318142,0.5745389846953446,2.6351113597130036,3.433146889543874,-0.1369672618661673,1.6969165900601415,1.2533900240579765,3.3253960958210405,3.5467969066707123,1.343541644062476,0.22833306980526336,2.030133703783414,-0.2923743048065983,1.1117512756257857,2.2513069475395207,1.1468072572333676,-0.33031737409697254,1.9706461257622485,2.8821813980830626,3.1659546070357054,2.8044147134169695
7,3,1.4187422134138146,-0.08012505249257279,1.3665159910571159,2.563808973058433,1.7124353402091868,1.497495238371763,1.181649993129269,2.0811324216889595,1.8273542886588858,0.9542498995198153,-0.6403725206146393,1.4030334345909372,1.4695938220886875,3.8788810807012695,0.9706890057512925,2.6889448716021898,1.578064958776792,3.235776383149853,2.9000089956963166,-0.051603851387831856,2.0294051268839763,2.210386523603623,3.6422754838876283,1.8787176508675933,2.4905630274801456,2.0554438032436932,1.271672215737229,0.7964043513069763,1.7425950221794957,1.0532837345883523,2.0436422173322426,-0.24042721985061766,0.09055037376957054,2.840995403851184,1.1780291965431386,-0.01330699381831818,2.367209419458294,2.0729339411018266,0.9072204861559938,0.9812499199725392,1.6150164863336418,3.6022124943980054,3.38181186813311,1.7962361210210063,2.3116114378349972,1.260832492576478,3.011232208613655,2.416633071728641,1.2489909249496873,1.1379907309899149,1.1987593227387454,3.351166486196136,-0.1890979165901927,0.3124322289754302,1.9706664970494079,2.9030065233642013,0.1018246149281144,1.4503566592085098,2.658774709768089,2.2051868298103035,0.1666155318881431,2.102441589442051,3.4521015998405193,1.7083222427772455,0.24338323097837147,0.693723436897699,-0.4070170060699734,0.735736351387003,0.16048496272061974,0.47630807374462814,2.8836867910874657,1.699442392021714,1.0212012873528726,-1.311524052278512,2.747406350514651,2.4079525968524442,-0.7585955575307648,4.126692188579898,1.6195684710277163,3.4251083818810732,2.4711741840338464,2.028246590356415,0.20660512561685684,2.5747377464217758,2.3253326522983353,-0.0180010273780703,1.2427083699645718,-0.7809880357348851,2.953399572409763,0.8130285136547989,2.3318490152888245,2.50317221424318,-0.15789889889210018,2.128120708048126,1.7660745950505532,-0.12652125484413723,-0.02636504259141692,2.8478978967589135,0.8175369147021185
8,0,0.283051573050063,2.9504743060425183,1.7439736193807671,2.9174546348999346,0.9198791002732924,0.16098677499320657,0.28527743300851904,-0.5733531688196126,2.3883163512816434,1.2386591040514816,2.445444418008295,0.287298619016674,0.8429647035607412,1.4767349526579292,2.0771519683697104,1.0748995820278084,1.6936704848068207,1.5359849289383292,0.04124682545807401,1.710123308537999,1.1053035654092953,0.9934378067455916,1.487425068189832,1.468601692797626,1.1163394155365507,1.8498785588300577,4.146129492140147,-1.6631719682496988,2.321685400521123,1.7686589773473376,0.3537299376532551,1.1770570213372644,1.829435224443759,1.059753338356741,-0.6930617171681394,2.395394649621062,0.8113159787110918,2.9778750564470116,1.3054659188705697,0.15213231308689668,1.4597028447358054,-0.09473759291941564,4.609846178812894,2.429811379723664,1.573702290558986,1.6558261602855204,1.538862934818325,0.3065472687422063,0.6367617409594468,2.3147695023698205,-0.06102995863201577,0.9526216688981771,2.4674884037846154,1.2773038353673132,2.366430337895254,0.08147561598945208,2.291206981913701,1.0323874839631701,3.5181850026594192,0.8158701011699888,1.5575044968590954,-0.2080701470506292,1.396192127508355,1.8602974154946357,0.7377508408321471,2.5542352200943794,0.8005808649893484,1.0168428070900004,1.8208937673856,0.9540873968013132,1.680222552138372,-1.3303816187371715,-0.29842618177180585,-0.034799308502069026,0.03718508474040605,0.726540734584272,2.580582225930047,2.4511878709410233,0.8209374716610365,-0.21305037669591598,-0.022445417473190954,2.6532965972782003,0.04143667840568088,1.5066132549378017,4.5140947777458145,3.070293080615603,2.0568280684814226,2.3856785807647043,0.01769356747750539,0.24352593761187302,2.085632734970514,2.28052924683668,1.9151752579376353,2.757688516852534,-0.23664797248195557,3.6361516298965384,2.8150332828228977,0.9057429405116066,2.1631827368907763
9,1,2.608759452194712,1.7358090579689265,0.20146690918817722,0.11611222502529905,-0.2674667027143801,0.8176892713717886,2.0332424395891433,0.2638883444071,1.1868893578705393,-0.42349034685046305,-0.07721481529638724,1.8904835101085506,1.6757099535413529,1.3639031979554062,1.6559647611633406,0.6242554250635619,3.3029997274956093,2.511074963236436,2.365958884698314,0.09034716653575559,2.3923477212636013,0.9116151372534649,2.0248053979706193,3.112910822346877,0.27032692573283945,2.8985035591999644,0.7769819169118963,0.47512564052386774,0.2227130624885706,0.64441738651335,1.4520955671868307,1.4934040126880108,3.6474346716230706,0.021062498901006088,1.9848098709264876,1.1405391393563344,2.510356513049828,2.412280071352199,-0.24528549480414452,-0.4088263406711543,0.503805341105016,0.8743088797492755,3.11905447059597,1.7746883725302909,2.4602007287918757,0.5576838251076347,1.0171157370621622,2.3362323746624947,-0.09181535338790892,2.4292819593092156,2.0591501598016673,0.24734360170282133,3.6014072605753156,1.442506615646765,-1.686249883623392,0.3792295807917393,1.5364930895813917,-0.38025117802866204,1.4247290360102447,0.18384553435122078,2.5228854990123595,1.4903695150475045,1.228962408427422,1.7794199737604584,-0.06508513928176601,2.7741945986907024,0.25326683162633135,1.8523391524296087,-1.513383004152412,3.543381216320918,-0.5428328477249736,0.7512161316446927,2.7087100907625787,2.7753073347453014,1.1141379104003113,1.604960122434766,1.5264032805810428,0.9598156822042421,2.4380719142989666,1.8254334014638829,1.9676180509695795,2.762862345451777,2.397001079917068,3.1367052971165528,3.594265458310968,0.389409881189563,1.9194674295415697,-0.4298103303851579,0.2673321189279304,2.5958950256530438,2.0773561836929533,0.56794268145838,3.6683634324950356,-0.7264345296716681,2.3870245988220358,0.7664075928925392,3.1595394941851778,0.8958130216092899,1.7622041722615343
